Mês;Identificação;Nome do Produto;Un;Quantidade;Custo Unitário;Custo Total;Valor Unitário;Valor Total;Margem
Abril;1576;GOLA AD.65%POLI / 35%VISC - CINZA PRATA;PC;149;0,86;128,14;2,19;325,7;60,66
Abril;1601;GOLA AD.65%POLI / 35%VISC - FERRARI;PC;325;0,9058;294,41;2,27;738,3;60,12
Abril;1649;GOLA AD.65%POLI / 35%VISC - GRAFITE;PC;132;0,9;118,8;2,34;309;61,55
Abril;1584;GOLA AD.65%POLI / 35%VISC - JADE;PC;2;0,89;1,78;2,4;4,8;62,92
Abril;1651;GOLA AD.65%POLI / 35%VISC - LARANJA;PC;317;0,85;269,45;2,26;717,1;62,43
Abril;1553;GOLA AD.65%POLI / 35%VISC - MESCLA;PC;12522;0,7569;9.478,26;2,16;27.019,15;64,92
Abril;1583;GOLA AD.65%POLI / 35%VISC - PETROLEO;PC;24;0,9;21,6;2,3;55,2;60,87
Abril;1535;GOLA AD.65%POLI / 35%VISC - PRETO;PC;1452;0,9476;1.376,00;2,24;3.253,50;57,71
Abril;1539;GOLA AD.65%POLI / 35%VISC - VD BANDEIRA;PC;8;0,94;7,52;2,3;18,4;59,13
Abril;1581;GOLA AD.65%POLI / 35%VISC - VERDE FOLHA;PC;125;0,9572;119,65;2,36;294,8;59,41
Abril;1555;GOLA AD.65%POLI / 35%VISC - VERDE MUSGO;PC;228;0,84;191,52;2,41;548,4;65,08
Abril;1538;GOLA AD.65%POLI / 35%VISC - VERMELHO;PC;164;0,86;141,04;2,34;383,8;63,25
Abril;1600;GOLA AD.65%POLI / 35%VISC - VINHO;PC;44;1,11;48,84;2,35;103,6;52,86
Abril;1251;HELANCA 100% POLIESTER - AMARELO OURO;KG;4,91;17,7087;86,95;33,36;163,79;46,91
Abril;1127;HELANCA 100% POLIESTER - AZUL MARINHO;KG;563,54;17,5029;9.863,63;29,47;16.605,84;40,6
Abril;1125;HELANCA 100% POLIESTER - AZUL ROYAL;KG;588,675;18,0456;10.623,05;29,76;17.516,94;39,36
Abril;1129;HELANCA 100% POLIESTER - BRANCA;KG;46,99;15,4198;724,58;32,32;1.518,69;52,29
Abril;1580;HELANCA 100% POLIESTER - CHUMBO;KG;73,52;16,4601;1.210,15;30,45;2.238,98;45,95
Abril;1253;HELANCA 100% POLIESTER - LARANJA;KG;8,2;20,5304;168,35;33,9;277,98;39,44
Abril;1633;HELANCA 100% POLIESTER - MARROM;KG;3;21,9;65,7;38,5;115,5;43,12
Abril;1248;HELANCA 100% POLIESTER - PRETO;KG;131,48;18,18;2.390,31;30,89;4.061,40;41,15
Abril;1249;HELANCA 100% POLIESTER - VERDE BANDEIRA;KG;96,85;17,9402;1.737,51;32,86;3.182,44;45,4
Abril;1343;HELANCA 100% POLIESTER - VERDE MUSGO;KG;17,24;18,9802;327,22;32;551,68;40,69
Abril;1130;HELANCA 100% POLIESTER - VERMELHO;KG;40,88;18,9398;774,26;34,08;1.393,29;44,43
Abril;1543;MALHA ESPORTIVA 100% POLIESTER -AMARELO;KG;171,77;20,5399;3.528,15;35,68;6.127,94;42,43
Abril;1502;MALHA ESPORTIVA 100% POLIESTER -BANDEIRA;KG;9,36;24,0502;225,11;43,35;405,76;44,52
Abril;1146;MALHA ESPORTIVA 100% POLIESTER -BRANCO;KG;3601,72;15,4761;55.740,62;32,91;118.546,30;52,98
Abril;1529;MALHA ESPORTIVA 100% POLIESTER -LARANJA;KG;15,23;19,3388;294,53;43,58;663,71;55,62
Abril;1530;MALHA ESPORTIVA 100% POLIESTER -LIMAO;KG;43,95;20,9101;919;44,67;1.963,16;53,19
Abril;1573;MALHA ESPORTIVA 100% POLIESTER -MARINHO;KG;192,39;20,82;4.005,56;36,88;7.094,63;43,54
Abril;1577;MALHA ESPORTIVA 100% POLIESTER -PINK;KG;45,795;26,1797;1.198,90;38,52;1.764,16;32,04
Abril;1565;MALHA ESPORTIVA 100% POLIESTER -PRATA;KG;63,8;18,8899;1.205,18;37,56;2.396,31;49,71
Abril;1501;MALHA ESPORTIVA 100% POLIESTER -PRETO;KG;394,28;18,5117;7.298,82;38,57;15.206,34;52
Abril;1156;MALHA ESPORTIVA 100% POLIESTER -ROYAL;KG;94,17;19,9642;1.880,03;38,61;3.635,91;48,29
Abril;1500;MALHA ESPORTIVA 100% POLIESTER -VERMELHO;KG;34,582;22,0299;761,84;44,57;1.541,30;50,57
Abril;1570;MEIA MALHA 100% POLIESTER - AM CANARIO;KG;74,75;17,4501;1.304,40;33,68;2.517,64;48,19
Abril;1568;MEIA MALHA 100% POLIESTER - AZ MARINHO;KG;784,06;19,0909;14.968,44;32,04;25.117,38;40,41
Abril;1571;MEIA MALHA 100% POLIESTER - AZ MOTORISTA;KG;284,47;18,3692;5.225,51;31,04;8.828,75;40,81
Abril;1567;MEIA MALHA 100% POLIESTER - AZUL ROYAL;KG;350,03;19,1879;6.716,35;31,01;10.854,03;38,12
Abril;1588;MEIA MALHA 100% POLIESTER - BEGE;KG;85,85;18,4601;1.584,80;32,47;2.787,87;43,15
Abril;1312;MEIA MALHA 100% POLIESTER - BRANCA;KG;3223,273;17,5567;56.590,27;29,41;94.792,40;40,3
Abril;1572;MEIA MALHA 100% POLIESTER - CINZA PRATA;KG;183,19;18,4248;3.375,25;32,11;5.882,20;42,62
Abril;1566;MEIA MALHA 100% POLIESTER - FERRARI;KG;202,89;20,0198;4.061,83;26,48;5.372,07;24,39
Abril;1596;MEIA MALHA 100% POLIESTER - LARANJA;KG;105,95;19,4717;2.063,03;32,2;3.412,03;39,54
Abril;1682;MEIA MALHA 100% POLIESTER -  NAUTICO;KG;236,54;19,0799;4.513,18;30,85;7.296,59;38,15
Abril;1589;MEIA MALHA 100% POLIESTER - PEROLA;KG;177,1;18,37;3.253,33;31,04;5.497,67;40,82
Abril;1587;MEIA MALHA 100% POLIESTER - PETROLEO;KG;105,805;21,77;2.303,38;33,96;3.593,39;35,9
Abril;1579;MEIA MALHA 100% POLIESTER - PINK;KG;43,19;21,19;915,2;36,23;1.564,89;41,52
Abril;1563;MEIA MALHA 100% POLIESTER - PRETO;KG;549,13;20,3;11.147,38;32,86;18.046,36;38,23
Abril;1646;MEIA MALHA 100% POLIESTER - ROSA BEBE;KG;29,59;16,64;492,38;35,65;1.055,00;53,33
Abril;1578;MEIA MALHA 100% POLIESTER - VERDE FOLHA;KG;360,56;20,65;7.445,58;35,02;12.627,78;41,04
Abril;23;M/M 100% ALGODAO PENTEADA - AZ MARINHO;KG;18,11;26,7697;484,8;46,07;834,32;41,89
Abril;1326;M/M 100% ALGODAO PENTEADA - BRANCO;KG;84,035;23,5399;1.978,18;42,22;3.547,61;44,24
Abril;179;M/M 100% ALGODAO PENTEADA - PRETA;KG;69,93;25,8801;1.809,80;47,93;3.351,92;46,01
Abril;1551;MM 96% POLIESTER/4% ELASTANO - BRANCO;KG;35,52;26,5898;944,47;42,74;1.517,97;37,78
Abril;1475;M/M PIQUET 50%POL/50%ALG - AZ MOTORISTA;KG;35,375;27,9002;986,97;47,41;1.677,28;41,16
Abril;1465;M/M PIQUET 50%POL/50%ALG - AZUL MARINHO;KG;492,11;25,0501;12.327,43;49,6;24.408,66;49,5
Abril;1491;M/M PIQUET 50%POL/50%ALG - AZUL ROYAL;KG;215,12;28,52;6.135,23;49,43;10.633,06;42,3
Abril;1522;M/M PIQUET 50%POL/50%ALG - BEGE;KG;5;18,98;94,9;55,9;279,5;66,05
Abril;172;M/M PIQUET 50%POL/50%ALG - BRANCO;KG;75,93;21,47;1.630,22;46,8;3.553,61;54,12
Abril;1520;M/M PIQUET 50%POL/50%ALG - CINZA CHUMBO;KG;35,88;24,3397;873,31;49,1;1.761,59;50,42
Abril;1519;M/M PIQUET 50%POL/50%ALG - CINZA PRATA;KG;27,52;23,1504;637,1;48,04;1.322,15;51,81
Abril;42;M/M PIQUET 50%POL/50%ALG - GRAFITE;KG;155,01;24,5799;3.810,14;46,36;7.186,67;46,98
Abril;1470;M/M PIQUET 50%POL/50%ALG - PRETO;KG;201,03;23,8146;4.787,46;50,15;10.081,27;52,51
Abril;1521;M/M PIQUET 50%POL/50%ALG - VD BANDEIRA;KG;88,3;26,4801;2.338,20;48,08;4.245,89;44,93
Abril;1473;M/M PIQUET 50%POL/50%ALG - VERDE MUSGO;KG;175,28;24,9499;4.373,23;46,61;8.170,65;46,48
Abril;1464;M/M PIQUET 50%POL/50%ALG - VERMELHO;KG;8,98;25,7505;231,24;49,11;441,02;47,57
Abril;1602;M/M PIQUET 50%POL/50%ALG - VINHO;KG;8,74;28,5697;249,7;48,12;420,53;40,62
Abril;1552;M/M PIQUET 65%POLI. 35%VISC - MESCLA;KG;2999,24;20,11;60.314,72;34,22;102.641,02;41,24
Abril;1621;M/M PV 65%POLIEST. 35%VISC. - AM CANARIO;KG;199,02;21,7369;4.326,08;40,32;8.024,05;46,09
Abril;1628;M/M PV 65%POLIEST. 35%VISC. - AM OURO;KG;132,69;19,8003;2.627,31;36,8;4.882,68;46,19
Abril;1607;M/M PV 65%POLIEST. 35%VISC. - AZ MARINHO;KG;2726,31;22,4769;61.279,10;37,46;102.121,14;39,99
Abril;1645;M/M PV 65%POLIEST. 35%VISC. - AZUL BEBE;KG;97,61;22,89;2.234,30;36,77;3.588,90;37,74
Abril;1606;M/M PV 65%POLIEST. 35%VISC. - AZUL ROYAL;KG;1409,25;20,8678;29.407,96;38,4;54.109,85;45,65
Abril;1631;M/M PV 65%POLIEST. 35%VISC. - BANDEIRA;KG;56,05;28,4401;1.594,07;39,26;2.200,57;27,56
Abril;1612;M/M PV 65%POLIEST. 35%VISC. - BEGE AREIA;KG;104,83;19,3699;2.030,55;39,77;4.168,85;51,29
Abril;1544;M/M PV 65%POLIEST. 35%VISC. - BRANCO;KG;3448,8;22,4179;77.315,02;31,54;108.787,40;28,93
Abril;1644;M/M PV 65%POLIEST. 35%VISC. - CAQUI;KG;115,12;19,75;2.273,62;37,12;4.273,40;46,8
Abril;1632;M/M PV 65%POLIEST. 35%VISC. - CELESTE;KG;78,11;24,69;1.928,54;38,7;3.023,12;36,21
Abril;1629;M/M PV 65%POLIEST. 35%VISC. - CZ CHUMBO;KG;634,14;20,7919;13.185,03;38,66;24.513,58;46,21
Abril;1662;M/M PV 65%POLIEST. 35%VISC. - CZ FORTE;KG;131,87;26,0499;3.435,21;34,06;4.491,77;23,52
Abril;1617;M/M PV 65%POLIEST. 35%VISC. - CZ PRATA;KG;395,03;18,9399;7.481,85;35,51;14.029,48;46,67
Abril;1627;M/M PV 65%POLIEST. 35%VISC. - ESMERALDA;KG;39,87;22,1201;881,93;41,65;1.660,49;46,89
Abril;1610;M/M PV 65%POLIEST. 35%VISC. - FERRARI;KG;524,82;21,834;11.458,92;38,34;20.121,04;43,05
Abril;1635;M/M PV 65%POLIEST. 35%VISC. - GRAFITE;KG;595,75;20,98;12.498,89;38,13;22.717,44;44,98
Abril;1615;M/M PV 65%POLIEST. 35%VISC. - LARANJA;KG;725,79;20,4902;14.871,60;37,68;27.348,85;45,62
Abril;1643;M/M PV 65%POLIEST. 35%VISC. - MARROM;KG;28,86;25,9902;750,08;39,42;1.137,74;34,07
Abril;1634;M/M PV 65%POLIEST. 35%VISC. - MOTORISTA;KG;350,66;24,3;8.521,04;38,9;13.640,92;37,53
Abril;1641;M/M PV 65%POLIEST. 35%VISC. - PEROLA;KG;22,99;24,8399;571,07;37,76;868,08;34,21
Abril;1619;M/M PV 65%POLIEST. 35%VISC. - PETROLEO;KG;353,88;26,9238;9.527,81;39,35;13.925,43;31,58
Abril;1616;M/M PV 65%POLIEST. 35%VISC. - PINK;KG;254,24;19,27;4.899,21;39,19;9.963,27;50,83
Abril;1609;M/M PV 65%POLIEST. 35%VISC. - PRETO;KG;3591,64;19,8744;71.381,88;37,61;135.095,34;47,16
Abril;1625;M/M PV 65%POLIEST. 35%VISC. - ROXO;KG;96,16;24,4099;2.347,26;37,44;3.600,42;34,81
Abril;1611;M/M PV 65%POLIEST. 35%VISC. - VD FOLHA;KG;1157,27;25,8385;29.902,20;37,6;43.512,34;31,28
Abril;1626;M/M PV 65%POLIEST. 35%VISC. - VD LIMAO;KG;349,99;20,9773;7.341,87;38,57;13.498,44;45,61
Abril;1623;M/M PV 65%POLIEST. 35%VISC. - VD MUSGO;KG;504,98;21,4397;10.826,67;37,8;19.090,07;43,29
Abril;1624;M/M PV 65%POLIEST. 35%VISC. - VERDE AGUA;KG;140,62;24,2936;3.416,18;38,22;5.374,38;36,44
Abril;1608;M/M PV 65%POLIEST. 35%VISC. - VERMELHO;KG;309,89;26,16;8.106,75;39,82;12.340,96;34,31
Abril;1620;M/M PV 65%POLIEST. 35%VISC. - VINHO;KG;505,1;20,45;10.329,31;37,93;19.158,06;46,08
Abril;842;M/M PV 67%POLIEST. 33%VISC. - MESCLA;KG;1430,35;20,2325;28.939,62;38,33;54.818,80;47,21
Abril;1494;PUNHO AD. 50%ALG / 50%POLI - AZ MARINHO;PC;1642;0,5459;896,38;2,3;3.782,80;76,3
Abril;1007;PUNHO AD. 50%ALG / 50%POLI - AZUL ROYAL;PC;370;0,55;203,5;2,34;865,5;76,49
Abril;1556;PUNHO AD. 50%ALG / 50%POLI - BEGE;PC;16;0,4;6,4;2,5;40;84
Abril;1004;PUNHO AD. 50%ALG / 50%POLI - BRANCO;PC;245;0,44;107,8;2,38;583;81,51
Abril;1550;PUNHO AD. 50%ALG / 50%POLI - CINZA PRATA;PC;86;0,47;40,42;2,29;196,7;79,45
Abril;1557;PUNHO AD. 50%ALG / 50%POLI - CZ CHUMBO;PC;57;0,49;27,93;2,38;135,7;79,42
Abril;1006;PUNHO AD. 50%ALG / 50%POLI - GRAFITE;PC;102;0,5;51;2,18;222,1;77,04
Abril;1558;PUNHO AD. 50%ALG / 50%POLI - MOTORISTA;PC;80;0,57;45,6;2,19;175;73,94
Abril;1492;PUNHO AD. 50%ALG / 50%POLI - PRETO;PC;488;0,7441;363,14;2,35;1.148,80;68,39
Abril;1541;PUNHO AD. 50%ALG / 50%POLI - VD BANDEIRA;PC;16;0,53;8,48;2,33;37,3;77,27
Abril;1549;PUNHO AD. 50%ALG / 50%POLI - VERDE MUSGO;PC;805;0,53;426,65;2,16;1.742,20;75,51
Abril;1493;PUNHO AD. 50%ALG / 50%POLI - VERMELHO;PC;237;0,5;118,5;2,28;540,5;78,08
Abril;1604;PUNHO AD. 50%ALG / 50%POLI - VINHO;PC;4;0,63;2,52;2,3;9,2;72,61
Abril;1650;PUNHO M/M 98% ALG 2% ELAST - AZ. MARINHO;KG;0,14;27,5714;3,86;52;7,28;46,98
Abril;295;PUNHO M/M 98% ALG 2% ELAST - AZUL ROYAL;KG;0,37;25,5945;9,47;50;18,5;48,81
Abril;282;PUNHO M/M 98% ALG 2% ELAST - BRANCO;KG;0,8;25,5375;20,43;50;40;48,93
Abril;1225;PUNHO M/M 98% ALG 2% ELAST - PRETO;KG;3,38;28,8195;97,41;50,14;169,46;42,52
Abril;1554;PUNHO PV RETILINEO - MESCLA;PC;12234;0,4866;5.953,68;2,15;26.313,80;77,37
Abril;1685;RIBANA PP 100% PES. - MARINHO;KG;3,55;19,9014;70,65;48;170,4;58,54
Abril;1686;RIBANA PP 100% PES. - NAUTICO;KG;26,9;19,8895;535,03;47;1.264,30;57,68
Abril;1293;RIBANA PV 65%P / 35%V - AMARELO CANARIO;KG;9,24;28,3571;262,02;48,51;448,26;41,55
Abril;1098;RIBANA PV 65%P / 35%V - AMARELO OURO;KG;4,3;26,3023;113,1;48,53;208,69;45,8
Abril;119;RIBANA PV 65%P / 35%V - AZUL BEBE;KG;3,29;21,2917;70,05;49,54;162,98;57,02
Abril;122;RIBANA PV 65%P / 35%V - AZUL MARINHO;KG;70,76;28,3568;2.006,53;47,5;3.361,41;40,31
Abril;1298;RIBANA PV 65%P / 35%V - AZUL MOTORISTA;KG;19,765;27,62;545,91;46,63;921,61;40,77
Abril;120;RIBANA PV 65%P / 35%V - AZUL ROYAL;KG;48,99;29,2706;1.433,97;47,19;2.311,69;37,97
Abril;117;RIBANA PV 65%P / 35%V - BEGE;KG;2,77;15,6931;43,47;49,87;138,13;68,53
Abril;1630;RIBANA PV 65%P / 35%V - BEGE AREIA;KG;3,56;26,0646;92,79;48,04;171,01;45,74
Abril;114;RIBANA PV 65%P / 35%V - BRANCO;KG;91,97;25,9204;2.383,90;47,31;4.351,00;45,21
Abril;1595;RIBANA PV 65%P / 35%V - CAQUI;KG;11,72;28,5554;334,67;48,94;573,57;41,65
Abril;1593;RIBANA PV 65%P / 35%V - CELESTE;KG;0,05;27;1,35;46;2,3;41,3
Abril;1507;RIBANA PV 65%P / 35%V - CINZA CHUMBO;KG;11,69;28,6381;334,78;47,3;552,91;39,45
Abril;1408;RIBANA PV 65%P / 35%V - CINZA PRATA;KG;10,29;27,3906;281,85;47,23;485,96;42
Abril;1591;RIBANA PV 65%P / 35%V - ESMERALDA;KG;0,43;28,8372;12,4;47,4;20,38;39,16
Abril;1498;RIBANA PV 65%P / 35%V - FERRARI;KG;37,7;27,1413;1.023,23;47,47;1.789,44;42,82
Abril;1586;RIBANA PV 65%P / 35%V - GRAFITE;KG;16,07;29,7902;478,73;46,69;750,29;36,19
Abril;1186;RIBANA PV 65%P / 35%V - LARANJA;KG;48,565;29,2916;1.422,55;46,93;2.279,05;37,58
Abril;1441;RIBANA PV 65%P / 35%V - MARROM;KG;1,406;27,3541;38,46;49,99;70,29;45,28
Abril;177;RIBANA PV 65%P / 35%V - MESCLA;KG;40,44;21,0096;849,63;47,15;1.906,91;55,44
Abril;917;RIBANA PV 65%P / 35%V - PEROLA;KG;1,3;28,1615;36,61;47;61,1;40,08
Abril;1374;RIBANA PV 65%P / 35%V - PETROLEO;KG;6,53;30,2848;197,76;48,26;315,14;37,25
Abril;1247;RIBANA PV 65%P / 35%V - PINK;KG;10,29;28,0796;288,94;47,05;484,12;40,32
Abril;124;RIBANA PV 65%P / 35%V - PRETO;KG;126,22;28,2677;3.567,95;47,29;5.969,29;40,23
Abril;1295;RIBANA PV 65%P / 35%V - ROXO;KG;2,31;28,7965;66,52;47,78;110,37;39,73
Abril;121;RIBANA PV 65%P / 35%V - VERDE AGUA;KG;1,405;26,9323;37,84;47,72;67,04;43,56
Abril;237;RIBANA PV 65%P / 35%V - VERDE BANDEIRA;KG;9;30,4522;274,07;47,92;431,3;36,45
Abril;1506;RIBANA PV 65%P / 35%V - VERDE FOLHA;KG;49,04;32,2516;1.581,62;47,51;2.329,97;32,12
Abril;951;RIBANA PV 65%P / 35%V - VERDE LIMAO;KG;6,9;27,4724;189,56;47,15;325,34;41,73
Abril;1286;RIBANA PV 65%P / 35%V - VERDE MUSGO;KG;26,01;29,4798;766,77;47,5;1.235,45;37,94
Abril;118;RIBANA PV 65%P / 35%V - VERMELHO;KG;21,565;29,4801;635,74;47,74;1.029,51;38,25
Abril;1301;RIBANA PV 65%P / 35%V - VINHO;KG;16,52;29,2596;483,37;46,92;775,06;37,63
Abril;1469;TACTEL - 100% POLIESTER - ROYAL CLARO;MT;21;4,5;94,5;14,5;304,5;68,97
Maio;1467;GOLA AD. 50%ALG/50%POLI - AZUL MARINHO;PC;1274;0,7944;1.012,14;2,27;2.888,00;64,95
Maio;1476;GOLA AD. 50%ALG/50%POLI - AZUL MOTORISTA;PC;237;0,85;201,45;2,21;524,9;61,62
Maio;1002;GOLA AD. 50%ALG/50%POLI - AZUL ROYAL;PC;745;0,8873;661,11;2,31;1.718,40;61,53
Maio;1527;GOLA AD. 50%ALG/50%POLI - BEGE;PC;15;0,74;11,1;2,37;35,5;68,73
Maio;996;GOLA AD. 50%ALG/50%POLI - BRANCO;PC;557;0,66;367,62;2,31;1.288,90;71,48
Maio;1528;GOLA AD. 50%ALG/50%POLI - CINZA CHUMBO;PC;261;0,72;187,92;2,3;601;68,73
Maio;1524;GOLA AD. 50%ALG/50%POLI - CINZA PRATA;PC;142;0,74;105,08;2,26;321,3;67,3
Maio;1001;GOLA AD. 50%ALG/50%POLI - GRAFITE;PC;134;0,8571;114,86;2,28;305,7;62,43
Maio;1471;GOLA AD. 50%ALG/50%POLI - PRETO;PC;924;0,7942;733,92;2,3;2.121,40;65,4
Maio;1526;GOLA AD. 50%ALG/50%POLI - VERDE BANDEIRA;PC;911;0,8244;751,04;2,31;2.103,40;64,29
Maio;1474;GOLA AD. 50%ALG/50%POLI - VERDE MUSGO;PC;343;0,8;274,4;2,21;756,7;63,74
Maio;1466;GOLA AD. 50%ALG/50%POLI - VERMELHO;PC;335;0,77;257,95;2,29;767,9;66,41
Maio;1603;GOLA AD. 50%ALG/50%POLI - VINHO;PC;46;0,92;42,32;2,33;107,3;60,56
Maio;1574;GOLA AD.65%POLI / 35%VISC - AM CANARIO;PC;157;0,83;130,31;2,37;371,9;64,96
Maio;1545;GOLA AD.65%POLI / 35%VISC - AZ MOTORISTA;PC;10;0,76;7,6;2,5;25;69,6
Maio;1537;GOLA AD.65%POLI / 35%VISC - AZUL MARINHO;PC;1421;0,9469;1.345,63;2,31;3.276,50;58,93
Maio;1536;GOLA AD.65%POLI / 35%VISC - AZUL ROYAL;PC;523;0,8581;448,8;2,3;1.200,80;62,62
Maio;1534;GOLA AD.65%POLI / 35%VISC - BRANCO;PC;144;0,7477;107,68;2,37;341,1;68,43
Maio;1652;GOLA AD.65%POLI / 35%VISC - CAQUI;PC;4;1,06;4,24;2,3;9,2;53,91
Maio;1648;GOLA AD.65%POLI / 35%VISC - CINZA CHUMBO;PC;109;0,7966;86,83;2,24;243,7;64,37
Maio;1678;GOLA AD.65%POLI / 35%VISC - CINZA FORTE;PC;166;0,85;141,1;2,22;368,5;61,71
Maio;1576;GOLA AD.65%POLI / 35%VISC - CINZA PRATA;PC;113;0,8424;95,2;2,24;252,9;62,36
Maio;1601;GOLA AD.65%POLI / 35%VISC - FERRARI;PC;73;0,8583;62,66;2,35;171,4;63,44
Maio;1649;GOLA AD.65%POLI / 35%VISC - GRAFITE;PC;75;0,9;67,5;2,35;176,2;61,69
Maio;1584;GOLA AD.65%POLI / 35%VISC - JADE;PC;78;0,8879;69,26;2,3;179,4;61,39
Maio;1651;GOLA AD.65%POLI / 35%VISC - LARANJA;PC;92;0,85;78,2;2,37;217,8;64,1
Maio;1553;GOLA AD.65%POLI / 35%VISC - MESCLA;PC;2511;0,7888;1.980,92;2,2;5.519,85;64,11
Maio;1583;GOLA AD.65%POLI / 35%VISC - PETROLEO;PC;35;0,912;31,92;2,35;82,3;61,22
Maio;1535;GOLA AD.65%POLI / 35%VISC - PRETO;PC;861;0,8735;752,15;2,35;2.024,70;62,85
Maio;1539;GOLA AD.65%POLI / 35%VISC - VD BANDEIRA;PC;2800;0,9;2.520,00;2,15;6.020,00;58,14
Maio;1581;GOLA AD.65%POLI / 35%VISC - VERDE FOLHA;PC;599;0,9593;574,65;2,25;1.348,60;57,39
Maio;1555;GOLA AD.65%POLI / 35%VISC - VERDE MUSGO;PC;655;0,8545;559,7;2,35;1.539,50;63,64
Maio;1538;GOLA AD.65%POLI / 35%VISC - VERMELHO;PC;58;0,86;49,88;2,37;137,6;63,75
Maio;1600;GOLA AD.65%POLI / 35%VISC - VINHO;PC;56;1,0028;56,16;2,42;135,4;58,52
Maio;1657;GOLA PV RETILINEA - AZ MARINHO;PC;46;0,99;45,54;2,3;105,8;56,96
Maio;1695;GOLA PV RETILINEA - CHUMBO;PC;4;0,84;3,36;2,3;9,2;63,48
Maio;1660;GOLA PV RETILINEA  - CZ PRATA;PC;1831;0,82;1.501,42;2,15;3.936,65;61,86
Maio;1700;GOLA PV RETILINEA - MESCLA;PC;9085;0,8;7.268,00;2,15;19.532,75;62,79
Maio;1658;GOLA PV RETILINEA - PRETO;PC;70;0,98;68,6;2,31;161,4;57,5
Maio;1694;GOLA PV RETILINEA  - ROYAL;PC;10;0,83;8,3;2,3;23;63,91
Maio;1127;HELANCA 100% POLIESTER - AZUL MARINHO;KG;331,14;16,98;5.622,76;29,02;9.611,28;41,5
Maio;1125;HELANCA 100% POLIESTER - AZUL ROYAL;KG;174,095;17,3837;3.026,43;30,06;5.233,11;42,17
Maio;1129;HELANCA 100% POLIESTER - BRANCA;KG;194,91;15,4199;3.005,50;28,62;5.578,56;46,12
Maio;1580;HELANCA 100% POLIESTER - CHUMBO;KG;13,2;16,4598;217,27;34,28;452,46;51,98
Maio;1689;HELANCA 100% POLIESTER - CINZA PRATA;KG;280,71;16,28;4.569,96;24,9;6.989,68;34,62
Maio;1633;HELANCA 100% POLIESTER - MARROM;KG;2,65;21,9018;58,04;30,18;79,99;27,44
Maio;1248;HELANCA 100% POLIESTER - PRETO;KG;164,91;18,18;2.998,07;31,33;5.166,73;41,97
Maio;1249;HELANCA 100% POLIESTER - VERDE BANDEIRA;KG;215,65;17,9399;3.868,76;29,98;6.465,71;40,16
Maio;1343;HELANCA 100% POLIESTER - VERDE MUSGO;KG;1,5;18,98;28,47;28,9;43,35;34,33
Maio;1130;HELANCA 100% POLIESTER - VERMELHO;KG;80,495;18,9401;1.524,59;32,66;2.629,03;42,01
Maio;1543;MALHA ESPORTIVA 100% POLIESTER -AMARELO;KG;83,53;17,8379;1.490,00;37,84;3.160,46;52,85
Maio;1502;MALHA ESPORTIVA 100% POLIESTER -BANDEIRA;KG;120,02;24,0502;2.886,51;37,64;4.517,84;36,11
Maio;1146;MALHA ESPORTIVA 100% POLIESTER -BRANCO;KG;4965,83;16,35;81.191,75;32,75;162.615,11;50,07
Maio;1529;MALHA ESPORTIVA 100% POLIESTER -LARANJA;KG;108,52;19,3399;2.098,77;34,21;3.712,59;43,47
Maio;1530;MALHA ESPORTIVA 100% POLIESTER -LIMAO;KG;44,825;20,9102;937,3;38,99;1.747,75;46,37
Maio;1573;MALHA ESPORTIVA 100% POLIESTER -MARINHO;KG;49,29;19,6443;968,27;38,61;1.903,12;49,12
Maio;1577;MALHA ESPORTIVA 100% POLIESTER -PINK;KG;19,33;24,8975;481,27;41,94;810,65;40,63
Maio;1565;MALHA ESPORTIVA 100% POLIESTER -PRATA;KG;68,8;18,3889;1.265,16;36,31;2.498,41;49,36
Maio;1501;MALHA ESPORTIVA 100% POLIESTER -PRETO;KG;491,97;17,94;8.825,95;37,24;18.319,53;51,82
Maio;1156;MALHA ESPORTIVA 100% POLIESTER -ROYAL;KG;136,74;17,4;2.379,28;38,15;5.216,20;54,39
Maio;1500;MALHA ESPORTIVA 100% POLIESTER -VERMELHO;KG;98,868;21,3475;2.110,59;39,39;3.894,77;45,81
Maio;1570;MEIA MALHA 100% POLIESTER - AM CANARIO;KG;127,24;18,8105;2.393,45;39,26;4.995,30;52,09
Maio;1568;MEIA MALHA 100% POLIESTER - AZ MARINHO;KG;600,85;19,1664;11.516,17;31,38;18.854,14;38,92
Maio;1571;MEIA MALHA 100% POLIESTER - AZ MOTORISTA;KG;186,74;18,4;3.436,02;33,02;6.165,77;44,27
Maio;1567;MEIA MALHA 100% POLIESTER - AZUL ROYAL;KG;847,42;19,1509;16.228,86;30,4;25.765,71;37,01
Maio;1588;MEIA MALHA 100% POLIESTER - BEGE;KG;69,13;18,46;1.276,14;34,44;2.380,74;46,4
Maio;1312;MEIA MALHA 100% POLIESTER - BRANCA;KG;4321,78;17,4288;75.323,72;28,45;122.933,96;38,73
Maio;1572;MEIA MALHA 100% POLIESTER - CINZA PRATA;KG;205,72;18,4099;3.787,30;31,83;6.548,10;42,16
Maio;1566;MEIA MALHA 100% POLIESTER - FERRARI;KG;338,125;20;6.762,50;31,48;10.645,47;36,48
Maio;1596;MEIA MALHA 100% POLIESTER - LARANJA;KG;335,44;19,46;6.527,68;31,91;10.702,24;39,01
